result,table,time,co,_field,_measurement,sensor_id,temperature,humidity
,0,2023-04-18 23:56:52+00:00,0.36140709,co,airSensors,TLM0100,71.4610591,35.31606885
,0,2023-04-18 23:57:02+00:00,0.374003345,co,airSensors,TLM0100,71.49833079,35.31671535
,0,2023-04-18 23:57:12+00:00,0.383172602,co,airSensors,TLM0100,71.49830712,35.28120855
,0,2023-04-18 23:57:22+00:00,0.375972466,co,airSensors,TLM0100,71.4854586,35.32438767
,0,2023-04-18 23:57:32+00:00,0.372627176,co,airSensors,TLM0100,71.48552628,35.35794927
,0,2023-04-18 23:57:42+00:00,0.389904098,co,airSensors,TLM0100,71.46471498,35.35877592
,0,2023-04-18 23:57:52+00:00,0.398203251,co,airSensors,TLM0100,71.43830291,35.39748285
,0,2023-04-18 23:58:02+00:00,0.401516914,co,airSensors,TLM0100,71.41513777,35.43935277
,0,2023-04-18 23:58:12+00:00,0.396540227,co,airSensors,TLM0100,71.44678579,35.42958685
,0,2023-04-18 23:58:22+00:00,0.377399106,co,airSensors,TLM0100,71.41357386,35.41896816
,0,2023-04-18 23:58:32+00:00,0.357904754,co,airSensors,TLM0100,71.44505656,35.37702196
,0,2023-04-18 23:58:42+00:00,0.354641214,co,airSensors,TLM0100,71.41390734,35.37397068
,0,2023-04-18 23:58:52+00:00,0.337666472,co,airSensors,TLM0100,71.45252192,35.36602481
,0,2023-04-18 23:59:02+00:00,0.325844293,co,airSensors,TLM0100,71.42952203,35.31727612
,0,2023-04-18 23:59:12+00:00,0.321948464,co,airSensors,TLM0100,71.38644382,35.35034288
,0,2023-04-18 23:59:22+00:00,0.330071508,co,airSensors,TLM0100,71.37829329,35.30789643
,0,2023-04-18 23:59:32+00:00,0.310904318,co,airSensors,TLM0100,71.3538575,35.28772454
,0,2023-04-18 23:59:42+00:00,0.326006292,co,airSensors,TLM0100,71.30664125,35.28572895
,0,2023-04-18 23:59:52+00:00,0.339412092,co,airSensors,TLM0100,71.26729602,35.33545174
,0,2023-04-19 00:00:02+00:00,0.328825074,co,airSensors,TLM0100,71.31324703,35.37939053
,0,2023-04-19 00:00:12+00:00,0.344121829,co,airSensors,TLM0100,71.35275512,35.38214754
,0,2023-04-19 00:00:22+00:00,0.337512902,co,airSensors,TLM0100,71.36996398,35.3556706
,0,2023-04-19 00:00:32+00:00,0.347986724,co,airSensors,TLM0100,71.36342831,35.35235589
,0,2023-04-19 00:00:42+00:00,0.340274621,co,airSensors,TLM0100,71.31822539,35.38387845
,0,2023-04-19 00:00:52+00:00,0.329156597,co,airSensors,TLM0100,71.33755609,35.41768602
,0,2023-04-19 00:01:02+00:00,0.346227654,co,airSensors,TLM0100,71.31500452,35.37987903
,0,2023-04-19 00:01:12+00:00,0.352119125,co,airSensors,TLM0100,71.34867609,35.3404322
,0,2023-04-19 00:01:22+00:00,0.341776105,co,airSensors,TLM0100,71.3979501,35.38558567
,0,2023-04-19 00:01:32+00:00,0.339278723,co,airSensors,TLM0100,71.35572856,35.36557152
,0,2023-04-19 00:01:42+00:00,0.336535585,co,airSensors,TLM0100,71.39803149,35.35476188
,0,2023-04-19 00:01:52+00:00,0.337761867,co,airSensors,TLM0100,71.38003478,35.31357059
,0,2023-04-19 00:02:02+00:00,0.349903155,co,airSensors,TLM0100,71.35184052,35.30554614
,0,2023-04-19 00:02:12+00:00,0.331799748,co,airSensors,TLM0100,71.37620029,35.3012999
,0,2023-04-19 00:02:22+00:00,0.313250114,co,airSensors,TLM0100,71.33462816,35.32204039
,0,2023-04-19 00:02:32+00:00,0.297954882,co,airSensors,TLM0100,71.33198893,35.30827534
,0,2023-04-19 00:02:42+00:00,0.287459741,co,airSensors,TLM0100,71.36245473,35.3134826
,0,2023-04-19 00:02:52+00:00,0.288300488,co,airSensors,TLM0100,71.36445059,35.30796494
,0,2023-04-19 00:03:02+00:00,0.307239197,co,airSensors,TLM0100,71.40955852,35.35427663
,0,2023-04-19 00:03:12+00:00,0.297064933,co,airSensors,TLM0100,71.45187587,35.39733601
,0,2023-04-19 00:03:22+00:00,0.292070038,co,airSensors,TLM0100,71.46123882,35.40573646
,0,2023-04-19 00:03:32+00:00,0.308522293,co,airSensors,TLM0100,71.47234679,35.36173341
,0,2023-04-19 00:03:42+00:00,0.290760008,co,airSensors,TLM0100,71.49289713,35.37233767
,0,2023-04-19 00:03:52+00:00,0.27516535,co,airSensors,TLM0100,71.54039392,35.37292921
,0,2023-04-19 00:04:02+00:00,0.27061745,co,airSensors,TLM0100,71.54294411,35.36472933
,0,2023-04-19 00:04:12+00:00,0.258080551,co,airSensors,TLM0100,71.53169523,35.38654242
,0,2023-04-19 00:04:22+00:00,0.253504481,co,airSensors,TLM0100,71.56768921,35.36259208
,0,2023-04-19 00:04:32+00:00,0.249360029,co,airSensors,TLM0100,71.57998153,35.35621054
,0,2023-04-19 00:04:42+00:00,0.23957917,co,airSensors,TLM0100,71.57602348,35.31366773
,0,2023-04-19 00:04:52+00:00,0.253327714,co,airSensors,TLM0100,71.53416549,35.30558302
,0,2023-04-19 00:05:02+00:00,0.26393556,co,airSensors,TLM0100,71.50661449,35.29315443
,0,2023-04-19 00:05:12+00:00,0.265689021,co,airSensors,TLM0100,71.54562034,35.34263309
,0,2023-04-19 00:05:22+00:00,0.252262068,co,airSensors,TLM0100,71.49982583,35.35068403
,0,2023-04-19 00:05:32+00:00,0.251218504,co,airSensors,TLM0100,71.52254786,35.39082152
,0,2023-04-19 00:05:42+00:00,0.266915375,co,airSensors,TLM0100,71.50643383,35.4115704
,0,2023-04-19 00:05:52+00:00,0.276038996,co,airSensors,TLM0100,71.55212614,35.36790051
,0,2023-04-19 00:06:02+00:00,0.284673614,co,airSensors,TLM0100,71.57060164,35.38773847
,0,2023-04-19 00:06:12+00:00,0.277572291,co,airSensors,TLM0100,71.61708637,35.36969962
,0,2023-04-19 00:06:22+00:00,0.266774661,co,airSensors,TLM0100,71.61527269,35.32701336
,0,2023-04-19 00:06:32+00:00,0.273174512,co,airSensors,TLM0100,71.61250643,35.36282266
,0,2023-04-19 00:06:42+00:00,0.292331484,co,airSensors,TLM0100,71.5920248,35.38727764
,0,2023-04-19 00:06:52+00:00,0.274348567,co,airSensors,TLM0100,71.56143404,35.39407068
,0,2023-04-19 00:07:02+00:00,0.280256126,co,airSensors,TLM0100,71.55699341,35.39107821
,0,2023-04-19 00:07:12+00:00,0.286013572,co,airSensors,TLM0100,71.58045119,35.34920968
,0,2023-04-19 00:07:22+00:00,0.282487347,co,airSensors,TLM0100,71.6301904,35.36744009
,0,2023-04-19 00:07:32+00:00,0.293334607,co,airSensors,TLM0100,71.62240017,35.39746615
,0,2023-04-19 00:07:42+00:00,0.304041178,co,airSensors,TLM0100,71.62621612,35.36594966
,0,2023-04-19 00:07:52+00:00,0.298368976,co,airSensors,TLM0100,71.64869805,35.39992355
,0,2023-04-19 00:08:02+00:00,0.287697254,co,airSensors,TLM0100,71.69259327,35.37447995
,0,2023-04-19 00:08:12+00:00,0.28571497,co,airSensors,TLM0100,71.66566694,35.35963538
,0,2023-04-19 00:08:22+00:00,0.268672123,co,airSensors,TLM0100,71.62994155,35.40742955
,0,2023-04-19 00:08:32+00:00,0.264236509,co,airSensors,TLM0100,71.62783104,35.40650275
,0,2023-04-19 00:08:42+00:00,0.263542502,co,airSensors,TLM0100,71.57854285,35.40362493
,0,2023-04-19 00:08:52+00:00,0.267467958,co,airSensors,TLM0100,71.6202061,35.37703719
,0,2023-04-19 00:09:02+00:00,0.2843825,co,airSensors,TLM0100,71.65071465,35.33228181
,0,2023-04-19 00:09:12+00:00,0.291713864,co,airSensors,TLM0100,71.66052093,35.38119057
,0,2023-04-19 00:09:22+00:00,0.29417239,co,airSensors,TLM0100,71.6568448,35.3963631
,0,2023-04-19 00:09:32+00:00,0.276258046,co,airSensors,TLM0100,71.61589919,35.35008482
,0,2023-04-19 00:09:42+00:00,0.295177948,co,airSensors,TLM0100,71.63180246,35.32513753
,0,2023-04-19 00:09:52+00:00,0.295552686,co,airSensors,TLM0100,71.60935974,35.36067984
,0,2023-04-19 00:10:02+00:00,0.314412754,co,airSensors,TLM0100,71.59097592,35.37090733
,0,2023-04-19 00:10:12+00:00,0.314330081,co,airSensors,TLM0100,71.5484983,35.4041258
,0,2023-04-19 00:10:22+00:00,0.312859324,co,airSensors,TLM0100,71.57189834,35.40775888
,0,2023-04-19 00:10:32+00:00,0.321587658,co,airSensors,TLM0100,71.58931921,35.3914788
,0,2023-04-19 00:10:42+00:00,0.332955999,co,airSensors,TLM0100,71.61478865,35.35227812
,0,2023-04-19 00:10:52+00:00,0.330143525,co,airSensors,TLM0100,71.59998254,35.31806351
,0,2023-04-19 00:11:02+00:00,0.347387295,co,airSensors,TLM0100,71.55812265,35.31848498
,0,2023-04-19 00:11:12+00:00,0.347517731,co,airSensors,TLM0100,71.57379021,35.32987656
,0,2023-04-19 00:11:22+00:00,0.36443751,co,airSensors,TLM0100,71.55115894,35.36700303
,0,2023-04-19 00:11:32+00:00,0.359332922,co,airSensors,TLM0100,71.57980357,35.40317413
,0,2023-04-19 00:11:42+00:00,0.343825436,co,airSensors,TLM0100,71.53662192,35.43476931
,0,2023-04-19 00:11:52+00:00,0.339336705,co,airSensors,TLM0100,71.53816176,35.39717066
,0,2023-04-19 00:12:02+00:00,0.334224341,co,airSensors,TLM0100,71.56846916,35.40569681
,0,2023-04-19 00:12:12+00:00,0.321283395,co,airSensors,TLM0100,71.60164968,35.4540797
,0,2023-04-19 00:12:22+00:00,0.32369572,co,airSensors,TLM0100,71.59552298,35.45795672
,0,2023-04-19 00:12:32+00:00,0.326246478,co,airSensors,TLM0100,71.63166516,35.50058957
,0,2023-04-19 00:12:42+00:00,0.309834598,co,airSensors,TLM0100,71.63304196,35.51838626
,0,2023-04-19 00:12:52+00:00,0.30357471,co,airSensors,TLM0100,71.66105669,35.48331079
,0,2023-04-19 00:13:02+00:00,0.299886683,co,airSensors,TLM0100,71.69190564,35.53137168
,0,2023-04-19 00:13:12+00:00,0.297106773,co,airSensors,TLM0100,71.67904526,35.51128061
,0,2023-04-19 00:13:22+00:00,0.31000239,co,airSensors,TLM0100,71.63027079,35.53024251
,0,2023-04-19 00:13:32+00:00,0.29829966,co,airSensors,TLM0100,71.66852672,35.55693189
,0,2023-04-19 00:13:42+00:00,0.281695031,co,airSensors,TLM0100,71.67857185,35.50785733
,0,2023-04-19 00:13:52+00:00,0.279898872,co,airSensors,TLM0100,71.7189107,35.52556969
,0,2023-04-19 00:14:02+00:00,0.288911013,co,airSensors,TLM0100,71.6763664,35.57102116
,0,2023-04-19 00:14:12+00:00,0.308333645,co,airSensors,TLM0100,71.69254692,35.55629441
,0,2023-04-19 00:14:22+00:00,0.293535144,co,airSensors,TLM0100,71.65066166,35.53745813
,0,2023-04-19 00:14:32+00:00,0.307123097,co,airSensors,TLM0100,71.67178201,35.5761991
,0,2023-04-19 00:14:42+00:00,0.326496755,co,airSensors,TLM0100,71.62387265,35.55873966
,0,2023-04-19 00:14:52+00:00,0.320132457,co,airSensors,TLM0100,71.62027452,35.57784259
,0,2023-04-19 00:15:02+00:00,0.303542195,co,airSensors,TLM0100,71.66100556,35.55570543
,0,2023-04-19 00:15:12+00:00,0.298101092,co,airSensors,TLM0100,71.70165058,35.5183088
,0,2023-04-19 00:15:22+00:00,0.316453755,co,airSensors,TLM0100,71.67690553,35.5214171
,0,2023-04-19 00:15:32+00:00,0.308868565,co,airSensors,TLM0100,71.68825876,35.55516286
,0,2023-04-19 00:15:42+00:00,0.318666473,co,airSensors,TLM0100,71.65228051,35.58526149
,0,2023-04-19 00:15:52+00:00,0.317265764,co,airSensors,TLM0100,71.69693365,35.54700039
,0,2023-04-19 00:16:02+00:00,0.304901593,co,airSensors,TLM0100,71.64766991,35.57477897
,0,2023-04-19 00:16:12+00:00,0.299768537,co,airSensors,TLM0100,71.60972943,35.59964801
,0,2023-04-19 00:16:22+00:00,0.303023055,co,airSensors,TLM0100,71.63271016,35.55113151
,0,2023-04-19 00:16:32+00:00,0.286029301,co,airSensors,TLM0100,71.63722326,35.50570207
,0,2023-04-19 00:16:42+00:00,0.272239291,co,airSensors,TLM0100,71.65172066,35.49899015
,0,2023-04-19 00:16:52+00:00,0.258075944,co,airSensors,TLM0100,71.65270505,35.45645447
,0,2023-04-19 00:17:02+00:00,0.273712796,co,airSensors,TLM0100,71.62592285,35.49884018
,0,2023-04-19 00:17:12+00:00,0.291005801,co,airSensors,TLM0100,71.65982301,35.45464556
,0,2023-04-19 00:17:22+00:00,0.290508536,co,airSensors,TLM0100,71.6292214,35.42218836
,0,2023-04-19 00:17:32+00:00,0.291208937,co,airSensors,TLM0100,71.63266303,35.45417428
,0,2023-04-19 00:17:42+00:00,0.280907626,co,airSensors,TLM0100,71.64397333,35.42621221
,0,2023-04-19 00:17:52+00:00,0.2956399,co,airSensors,TLM0100,71.60189114,35.39850643
,0,2023-04-19 00:18:02+00:00,0.31282487,co,airSensors,TLM0100,71.60083579,35.37664284
,0,2023-04-19 00:18:12+00:00,0.299466906,co,airSensors,TLM0100,71.5875775,35.34923786
,0,2023-04-19 00:18:22+00:00,0.319153638,co,airSensors,TLM0100,71.56161551,35.35508486
,0,2023-04-19 00:18:32+00:00,0.299893077,co,airSensors,TLM0100,71.59223956,35.34781501
,0,2023-04-19 00:18:42+00:00,0.280853843,co,airSensors,TLM0100,71.62925292,35.29908701
,0,2023-04-19 00:18:52+00:00,0.296104787,co,airSensors,TLM0100,71.65019894,35.29082006
,0,2023-04-19 00:19:02+00:00,0.315619709,co,airSensors,TLM0100,71.69804554,35.31304184
,0,2023-04-19 00:19:12+00:00,0.309121976,co,airSensors,TLM0100,71.69123284,35.34728172
,0,2023-04-19 00:19:22+00:00,0.30617587,co,airSensors,TLM0100,71.69185755,35.38628476
,0,2023-04-19 00:19:32+00:00,0.287937866,co,airSensors,TLM0100,71.65420728,35.35696681
,0,2023-04-19 00:19:42+00:00,0.304598195,co,airSensors,TLM0100,71.64341858,35.35394389
,0,2023-04-19 00:19:52+00:00,0.287511562,co,airSensors,TLM0100,71.6905347,35.34918077
,0,2023-04-19 00:20:02+00:00,0.303802851,co,airSensors,TLM0100,71.7329968,35.37136928
,0,2023-04-19 00:20:12+00:00,0.289585622,co,airSensors,TLM0100,71.71924962,35.37305847
,0,2023-04-19 00:20:22+00:00,0.29746369,co,airSensors,TLM0100,71.73433387,35.3854915
,0,2023-04-19 00:20:32+00:00,0.301555359,co,airSensors,TLM0100,71.71040884,35.43155244
,0,2023-04-19 00:20:42+00:00,0.295931028,co,airSensors,TLM0100,71.71507264,35.43567602
,0,2023-04-19 00:20:52+00:00,0.289019723,co,airSensors,TLM0100,71.75220683,35.47459144
,0,2023-04-19 00:21:02+00:00,0.273109461,co,airSensors,TLM0100,71.76808472,35.45533928
,0,2023-04-19 00:21:12+00:00,0.267801229,co,airSensors,TLM0100,71.80747157,35.42996809
,0,2023-04-19 00:21:22+00:00,0.272464128,co,airSensors,TLM0100,71.82120373,35.41123627
,0,2023-04-19 00:21:32+00:00,0.257580595,co,airSensors,TLM0100,71.82203631,35.37966585
,0,2023-04-19 00:21:42+00:00,0.244095762,co,airSensors,TLM0100,71.80017854,35.39690472
,0,2023-04-19 00:21:52+00:00,0.259572673,co,airSensors,TLM0100,71.80541987,35.36911846
,0,2023-04-19 00:22:02+00:00,0.265525129,co,airSensors,TLM0100,71.83196085,35.33348641
,0,2023-04-19 00:22:12+00:00,0.262720816,co,airSensors,TLM0100,71.87548325,35.33492964
,0,2023-04-19 00:22:22+00:00,0.256524054,co,airSensors,TLM0100,71.84800243,35.37329206
,0,2023-04-19 00:22:32+00:00,0.250712774,co,airSensors,TLM0100,71.85624079,35.33228245
,0,2023-04-19 00:22:42+00:00,0.243222275,co,airSensors,TLM0100,71.8787019,35.35101611
,0,2023-04-19 00:22:52+00:00,0.251749822,co,airSensors,TLM0100,71.89813052,35.39822337
,0,2023-04-19 00:23:02+00:00,0.260047318,co,airSensors,TLM0100,71.87344472,35.43733331
,0,2023-04-19 00:23:12+00:00,0.278134254,co,airSensors,TLM0100,71.84126366,35.4462241
,0,2023-04-19 00:23:22+00:00,0.276481125,co,airSensors,TLM0100,71.79149057,35.45738603
,0,2023-04-19 00:23:32+00:00,0.285439694,co,airSensors,TLM0100,71.82294934,35.43175253
,0,2023-04-19 00:23:42+00:00,0.303084979,co,airSensors,TLM0100,71.82321716,35.44869403
,0,2023-04-19 00:23:52+00:00,0.30246724,co,airSensors,TLM0100,71.8436591,35.4488696
,0,2023-04-19 00:24:02+00:00,0.310188674,co,airSensors,TLM0100,71.87648965,35.40529653
,0,2023-04-19 00:24:12+00:00,0.296967314,co,airSensors,TLM0100,71.8571857,35.35599699
,0,2023-04-19 00:24:22+00:00,0.310697194,co,airSensors,TLM0100,71.82508144,35.31939373
,0,2023-04-19 00:24:32+00:00,0.319743434,co,airSensors,TLM0100,71.85459701,35.27313876
,0,2023-04-19 00:24:42+00:00,0.311540762,co,airSensors,TLM0100,71.86273851,35.26324107
,0,2023-04-19 00:24:52+00:00,0.308249951,co,airSensors,TLM0100,71.83658219,35.27013011
,0,2023-04-19 00:25:02+00:00,0.307628216,co,airSensors,TLM0100,71.87868713,35.29789117
,0,2023-04-19 00:25:12+00:00,0.294929569,co,airSensors,TLM0100,71.89668468,35.29790689
,0,2023-04-19 00:25:22+00:00,0.306619165,co,airSensors,TLM0100,71.9149001,35.30880627
,0,2023-04-19 00:25:32+00:00,0.316141963,co,airSensors,TLM0100,71.90633502,35.30990143
,0,2023-04-19 00:25:42+00:00,0.304582457,co,airSensors,TLM0100,71.95082726,35.31354827
,0,2023-04-19 00:25:52+00:00,0.296517781,co,airSensors,TLM0100,71.99741032,35.3634306
,0,2023-04-19 00:26:02+00:00,0.29042636,co,airSensors,TLM0100,71.97491603,35.39657411
,0,2023-04-19 00:26:12+00:00,0.298594798,co,airSensors,TLM0100,71.9850312,35.34940649
,0,2023-04-19 00:26:22+00:00,0.296720478,co,airSensors,TLM0100,71.9511277,35.35419723
,0,2023-04-19 00:26:32+00:00,0.28717365,co,airSensors,TLM0100,71.99772302,35.34213674
,0,2023-04-19 00:26:42+00:00,0.306553395,co,airSensors,TLM0100,71.96702161,35.33606275
,0,2023-04-19 00:26:52+00:00,0.312302497,co,airSensors,TLM0100,71.95518188,35.34930736
,0,2023-04-19 00:27:02+00:00,0.323581435,co,airSensors,TLM0100,71.91721939,35.31828002
,0,2023-04-19 00:27:12+00:00,0.30833595,co,airSensors,TLM0100,71.94963695,35.28441985
,0,2023-04-19 00:27:22+00:00,0.291169143,co,airSensors,TLM0100,71.9386201,35.31381419
,0,2023-04-19 00:27:32+00:00,0.281826985,co,airSensors,TLM0100,71.97927288,35.30952076
,0,2023-04-19 00:27:42+00:00,0.294417034,co,airSensors,TLM0100,72.02238919,35.28109248
,0,2023-04-19 00:27:52+00:00,0.301615966,co,airSensors,TLM0100,72.06855261,35.32271479
,0,2023-04-19 00:28:02+00:00,0.310336044,co,airSensors,TLM0100,72.10073961,35.35354986
,0,2023-04-19 00:28:12+00:00,0.308316406,co,airSensors,TLM0100,72.05919947,35.34939047
,0,2023-04-19 00:28:22+00:00,0.317012756,co,airSensors,TLM0100,72.05454987,35.31921214
,0,2023-04-19 00:28:32+00:00,0.325448362,co,airSensors,TLM0100,72.03356135,35.324931
,0,2023-04-19 00:28:42+00:00,0.326358329,co,airSensors,TLM0100,72.01819751,35.35179901
,0,2023-04-19 00:28:52+00:00,0.328644018,co,airSensors,TLM0100,72.06581192,35.35502195
,0,2023-04-19 00:29:02+00:00,0.336882525,co,airSensors,TLM0100,72.09746977,35.32205866
,0,2023-04-19 00:29:12+00:00,0.334996413,co,airSensors,TLM0100,72.05890987,35.30999969
,0,2023-04-19 00:29:22+00:00,0.318331508,co,airSensors,TLM0100,72.06455137,35.26090908
,0,2023-04-19 00:29:32+00:00,0.315133731,co,airSensors,TLM0100,72.0423828,35.25432262
,0,2023-04-19 00:29:42+00:00,0.301567465,co,airSensors,TLM0100,72.02190265,35.2626347
,0,2023-04-19 00:29:52+00:00,0.28437284,co,airSensors,TLM0100,71.98598611,35.21817945
,0,2023-04-19 00:30:02+00:00,0.289765568,co,airSensors,TLM0100,71.94274342,35.24251386
,0,2023-04-19 00:30:12+00:00,0.30071733,co,airSensors,TLM0100,71.90209005,35.27867576
,0,2023-04-19 00:30:22+00:00,0.285596588,co,airSensors,TLM0100,71.85572903,35.27237417
,0,2023-04-19 00:30:32+00:00,0.297407385,co,airSensors,TLM0100,71.86107511,35.31230524
,0,2023-04-19 00:30:42+00:00,0.294393969,co,airSensors,TLM0100,71.82978854,35.26774931
,0,2023-04-19 00:30:52+00:00,0.278868189,co,airSensors,TLM0100,71.85175267,35.27654076
,0,2023-04-19 00:31:02+00:00,0.290203106,co,airSensors,TLM0100,71.83501717,35.30286375
,0,2023-04-19 00:31:12+00:00,0.294692912,co,airSensors,TLM0100,71.83965617,35.27270312
,0,2023-04-19 00:31:22+00:00,0.308999024,co,airSensors,TLM0100,71.87701828,35.24353416
,0,2023-04-19 00:31:32+00:00,0.291619307,co,airSensors,TLM0100,71.84694943,35.28248745
,0,2023-04-19 00:31:42+00:00,0.280361957,co,airSensors,TLM0100,71.88889538,35.30422767
,0,2023-04-19 00:31:52+00:00,0.299340956,co,airSensors,TLM0100,71.86448226,35.27471236
,0,2023-04-19 00:32:02+00:00,0.280016911,co,airSensors,TLM0100,71.8858671,35.32458502
,0,2023-04-19 00:32:12+00:00,0.260162371,co,airSensors,TLM0100,71.91661231,35.36757696
,0,2023-04-19 00:32:22+00:00,0.273066871,co,airSensors,TLM0100,71.95582894,35.38351761
,0,2023-04-19 00:32:32+00:00,0.28419029,co,airSensors,TLM0100,71.96770362,35.41655393
,0,2023-04-19 00:32:42+00:00,0.267232544,co,airSensors,TLM0100,71.92729249,35.42281445
,0,2023-04-19 00:32:52+00:00,0.261362793,co,airSensors,TLM0100,71.96735325,35.42216803
,0,2023-04-19 00:33:02+00:00,0.274084517,co,airSensors,TLM0100,71.91813681,35.42188935
,0,2023-04-19 00:33:12+00:00,0.272284651,co,airSensors,TLM0100,71.86858859,35.46860562
,0,2023-04-19 00:33:22+00:00,0.272882824,co,airSensors,TLM0100,71.88364361,35.44387784
,0,2023-04-19 00:33:32+00:00,0.266941389,co,airSensors,TLM0100,71.92233049,35.49283026
,0,2023-04-19 00:33:42+00:00,0.270298168,co,airSensors,TLM0100,71.94432596,35.50414607
,0,2023-04-19 00:33:52+00:00,0.285983236,co,airSensors,TLM0100,71.97899709,35.55334496
,0,2023-04-19 00:34:02+00:00,0.294389055,co,airSensors,TLM0100,71.94628633,35.58059359
,0,2023-04-19 00:34:12+00:00,0.299257288,co,airSensors,TLM0100,71.99130255,35.59183088
,0,2023-04-19 00:34:22+00:00,0.281805752,co,airSensors,TLM0100,72.01276528,35.63357695
,0,2023-04-19 00:34:32+00:00,0.27495781,co,airSensors,TLM0100,71.9805138,35.58454283
,0,2023-04-19 00:34:42+00:00,0.263323002,co,airSensors,TLM0100,71.96544037,35.55268096
,0,2023-04-19 00:34:52+00:00,0.281208237,co,airSensors,TLM0100,71.99311733,35.52669483
,0,2023-04-19 00:35:02+00:00,0.300775417,co,airSensors,TLM0100,72.01247228,35.53199275
